platform,verdict,app,bundle_id,source,occurrences,reasons
Fire TV,unlikely,Bumpy United States Fire TV CTV not clickable https://,www.amazon.com,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Roku,no,Bumpy 771952 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Samsung,maybe,Australia Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,United States Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,United States Vizio CTV https://,play.google.com,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Brazil Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Canada Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,India Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Ireland Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Mexico Samsung CTV https://,play.google.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Roku,no,771952 Brazil Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,771952 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,771952 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,Puerto Rico Vizio CTV https://,play.google.com,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Fire TV,unlikely,Brazil Fire TV CTV https://,www.amazon.com,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Fire TV,unlikely,Guatemala Fire TV CTV https://,www.amazon.com,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Fire TV,unlikely,Italy Fire TV CTV https://,www.amazon.com,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
Fire TV,unlikely,Australia Fire TV CTV https://,www.amazon.com,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0 | app-name pattern suggests FAST/24h channel → SSAI typical"
LG,maybe,1240704 Argentina LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Australia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Brazil LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Canada LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Chile LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Colombia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Egypt LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Honduras LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 India LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Italy LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Mexico LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 New Zealand LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Peru LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 Saudi Arabia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1240704 United States LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Roku,no,Bumpy 769101 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,Bumpy,vizio.bumpy,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Samsung,maybe,Camping Rusher,com.samsung.bumpy,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,unlikely,Cbs - Ctv Local,com.samsung.bumpy,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Samsung,unlikely,Cbs News: Live Breaking News,com.samsung.bumpy,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Cesar Pantoja 769101 Mexico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Cesar Pantoja 769101 Canada Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,Cesarpantoja,com.comcast.camping_rusher,Playwork,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Fire TV,yes,Cesarpantoja,B08SKQFQ6S,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Samsung,maybe,Chesstv G17198010041 United States Samsung CTV not clickable https://,www.samsung.com,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Chesstv G17198010041 United Kingdom Samsung CTV not clickable https://,www.samsung.com,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Fire TV,yes,Chesstv,B01MDKA8EH,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,Chesstv,B07Q7N4GZG,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Samsung,maybe,Chesstv G19068012619 United States Samsung CTV not clickable https://,www.samsung.com,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,maybe,Chesstv G19068012619 Canada Samsung CTV not clickable https://,www.samsung.com,Playwork,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Samsung,unlikely,Christmas Plus G17318010499 United States Samsung CTV not clickable https://,www.samsung.com,WURL,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Fire TV,yes,Coffee Fuelled,B0FH4L5SHP,Playwork,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
LG,maybe,Com.Rumble.Androidtv.App,com.lg.cesar_pantoja,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Fire TV,yes,,B0FH4L5SHP,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
LG,maybe,1275420 Colombia LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
LG,maybe,1275420 Spain LG CTV https://,us.lgappstv.com,,1,"webOS (web-based); same as Samsung — depends on whether app uses IMA HTML5"
Roku,no,815882 United States Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Vizio,maybe,,vizio.cesar_pantoja,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Roku,no,815882 Mexico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,815882 Canada Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,,com.comcast.chesstv,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Vizio,maybe,,vizio.chesstv,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.chicagosportsnetwork,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vizio,maybe,,vizio.christmasplus,,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Comcast,unlikely,,com.comcast.coldfusion,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Roku,no,Com.Rumble.Roku.App 278623 United States Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Albania Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Argentina Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Bahamas Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Bosnia and HerzegovinRaoku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Brazil Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Cambodia Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Canada Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Cape Verde Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Chile Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Colombia Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Costa Rica Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Com.Rumble.Roku.App 278623 Dominica Roku CTV not clickable https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Comedy 278623 Dominican Republic Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Cowboy Channel Plus 278623 El Salvador Roku CTV not clickable https://,channelstore.roku.com,WURL,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID | app-name pattern suggests FAST/24h channel → SSAI typical | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Creator Nation 278623 Germany Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Guam Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Guatemala Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Honduras Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Indonesia Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Ireland Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Mexico Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 New Zealand Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Nicaragua Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Panama Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Creator Nation 278623 Philippines Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Poland Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Puerto Rico Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Singapore Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Sint Maarten Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 South Africa Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Switzerland Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Thailand Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Trinidad and Tobago Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 United Kingdom Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Uruguay Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,278623 Venezuela Roku CTV https://,channelstore.roku.com,,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Comcast,unlikely,,com.comcast.comedy,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Fire TV,yes,,B07RGS15ZS,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Fire TV,yes,,B088S84Q1X,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Samsung,maybe,G21323018378 United States Samsung CTV https://,www.samsung.com,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Comcast,unlikely,,com.comcast.creator_nation,,1,"Xfinity X1 set-top box runs custom RDK runtime; usually SSAI"
Cox,unlikely,,com.cox.creator_nation,,1,"Cable STB; usually SSAI"
Fire TV,yes,,B0DSL3KV52,,1,"Fire OS = Android-derived; IMA Android SDK supports SIMID 1.0"
Samsung,maybe,,com.samsung.creator_nation,,1,"Tizen (web-based); SIMID renders if app uses IMA HTML5 — most use Samsung Ads stack instead"
Vizio,maybe,Creator Nation,vizio.creatornation,Playwork,1,"SmartCast (web-based); SIMID renders if app uses IMA HTML5"
Vidaa,unlikely,Crime Plus,com.vidaa.creator_nation,WURL,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Vidaa,maybe,Criminallylisted,com.vidaa.creator_nation,Playwork,1,"Hisense Vidaa OS (Linux+browser); depends on IMA HTML5 usage"
Rogers,unlikely,Crunchyroll,com.rogers.creator_nation,WURL,1,"Cable STB; usually SSAI | publisher_source = WURL (Roku-owned FAST distribution → SSAI typical)"
Roku,no,Dantdm 791236 United States Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
Roku,no,Dantdm 791236 Brazil Roku CTV not clickable https://,channelstore.roku.com,Playwork,1,"Roku uses Roku Ad Framework (RAF) + BrightLine/Innovid; no first-party SIMID"
